brand,fuel_type,engine_size,horsepower,price,city_mpg,highway_mpg,num_doors,body_style,drive_wheels,curb_weight
Chevrolet,diesel,2.2,239,35064,33,40,2,hardtop,4wd,1526
Hyundai,diesel,1.8,115,16307,17,23,2,sedan,fwd,1817
Peugeot,diesel,3.1,250,47609,22,31,2,hatchback,fwd,2501
Mazda,gas,1.6,107,35345,28,35,2,hardtop,rwd,2930
Volkswagen,gas,3.4,131,24825,20,26,2,hardtop,4wd,2387
Subaru,diesel,1.7,202,36469,23,26,2,sedan,rwd,3882
Mercedes-Benz,gas,2.7,234,41131,18,24,4,hatchback,rwd,2084
Mercedes-Benz,gas,3.2,145,27471,35,42,2,wagon,4wd,3894
Subaru,gas,3.3,128,41136,34,44,4,sedan,rwd,3498
Volkswagen,diesel,2.2,142,32933,27,33,4,hardtop,fwd,3816
Chevrolet,gas,2.6,223,35018,16,19,2,wagon,4wd,1645
Peugeot,gas,3.2,250,13612,35,45,4,hatchback,rwd,3894
Mitsubishi,gas,3.4,223,28246,29,39,4,sedan,fwd,3249
Volkswagen,gas,3.2,76,42899,29,32,2,hardtop,rwd,1512
Porsche,gas,2.4,206,22635,28,32,2,hatchback,rwd,2682
Porsche,gas,1.4,130,26821,16,21,4,wagon,rwd,3845
BMW,diesel,2.1,214,24996,20,25,4,wagon,fwd,2214
Renault,gas,3.4,130,25456,31,37,4,sedan,rwd,3752
Honda,diesel,1.6,97,44983,18,21,2,sedan,rwd,2169
Ford,gas,2.5,109,12524,30,40,2,hatchback,rwd,1777
Nissan,diesel,2.6,96,25961,26,36,4,hardtop,fwd,2583
Volkswagen,diesel,2.2,119,26704,15,25,2,hatchback,rwd,1837
BMW,gas,3.1,230,48636,20,25,2,hardtop,4wd,1765
Mazda,diesel,2.9,130,8932,20,23,2,sedan,4wd,1677
Peugeot,gas,2.4,182,33430,31,37,4,hardtop,fwd,3594
Mazda,gas,2.5,220,30333,20,27,4,hatchback,4wd,2477
Nissan,diesel,2.7,183,17068,23,29,2,hardtop,4wd,2602
Porsche,gas,1.6,232,22978,33,38,4,sedan,fwd,2007
Toyota,gas,2.6,229,49925,25,35,4,hardtop,rwd,3224
Hyundai,diesel,2.8,213,31698,19,23,4,sedan,fwd,3512
Mazda,diesel,2.6,169,49044,25,29,4,hardtop,rwd,2566
Toyota,gas,2.9,114,17097,31,36,2,sedan,fwd,2470
Hyundai,gas,1.9,232,6967,23,29,2,wagon,4wd,2847
Mitsubishi,diesel,1.4,166,10056,20,27,2,sedan,fwd,2707
Chevrolet,diesel,3.3,166,46673,34,42,4,hatchback,fwd,1878
Porsche,gas,1.8,108,41925,22,29,4,sedan,4wd,2026
Peugeot,gas,2.7,225,45066,17,27,4,hatchback,fwd,2883
Audi,diesel,2.3,119,36493,23,32,2,hatchback,4wd,2419
Peugeot,gas,2.9,124,30479,17,20,2,hatchback,fwd,3349
Mazda,diesel,1.6,206,26398,21,31,4,hardtop,4wd,1628
Audi,diesel,2.2,168,6871,23,28,4,sedan,fwd,3719
Mitsubishi,diesel,3.0,238,32385,15,24,4,hatchback,4wd,1964
Audi,gas,2.9,228,14275,22,30,2,wagon,fwd,2847
Dodge,diesel,2.3,118,23702,17,22,2,hardtop,fwd,1752
Mitsubishi,diesel,3.5,233,33155,31,36,2,hatchback,rwd,2684
Mercedes-Benz,diesel,2.2,189,25122,31,41,2,hardtop,4wd,3908
Audi,gas,2.7,188,21906,32,42,2,hardtop,fwd,3108
Mercedes-Benz,diesel,1.4,158,13533,32,35,2,wagon,fwd,1866
Honda,diesel,2.2,211,20097,28,32,2,hardtop,fwd,2524
BMW,diesel,2.3,138,10035,24,33,2,sedan,4wd,3928
Hyundai,diesel,1.9,179,41571,22,29,2,sedan,fwd,2833
Plymouth,diesel,2.2,135,27181,25,33,2,sedan,fwd,1664
Volkswagen,diesel,2.9,203,47594,15,20,4,wagon,rwd,3965
Mitsubishi,gas,2.9,244,47744,21,26,4,wagon,4wd,1740
Hyundai,gas,1.5,133,33133,29,37,4,hatchback,4wd,3997
Dodge,gas,1.8,205,49411,27,37,4,hardtop,4wd,1700
Nissan,diesel,3.0,74,41784,18,26,4,hatchback,rwd,1529
Renault,diesel,2.8,185,23235,26,36,4,hatchback,rwd,3266
Saab,diesel,1.5,132,17607,28,38,4,wagon,rwd,2560
Saab,gas,2.6,95,37320,33,38,2,wagon,fwd,1800
Mitsubishi,gas,2.3,131,6653,18,22,2,hardtop,rwd,2515
Audi,diesel,3.3,157,12308,29,36,4,hatchback,rwd,2664
Subaru,diesel,2.1,146,34822,22,31,2,hardtop,4wd,1830
Chevrolet,diesel,2.1,86,41732,19,24,4,hardtop,fwd,1823
Chevrolet,gas,2.7,209,18887,30,35,4,hatchback,4wd,2840
Audi,diesel,3.2,164,25154,23,26,2,hardtop,4wd,1568
Nissan,diesel,3.3,173,22224,34,37,2,hatchback,fwd,3778
Hyundai,gas,2.2,136,7538,30,33,2,wagon,rwd,3427
Porsche,diesel,2.4,136,29262,32,37,4,hardtop,fwd,3436
Renault,diesel,3.1,184,40660,25,32,4,sedan,4wd,3345
Subaru,gas,2.2,248,9583,24,29,2,wagon,4wd,3693
Volvo,gas,2.8,152,46959,21,30,4,sedan,rwd,1542
Honda,diesel,2.9,184,11334,29,34,2,wagon,4wd,2611
Subaru,gas,3.0,103,16465,15,25,4,hatchback,4wd,3982
Toyota,diesel,2.7,146,37530,23,33,2,sedan,fwd,2398
Peugeot,diesel,3.0,91,11217,23,30,4,hatchback,fwd,3985
BMW,gas,3.0,195,16352,26,32,2,wagon,fwd,2915
Nissan,gas,3.3,218,44685,16,23,4,wagon,fwd,1715
Chevrolet,gas,3.0,139,40787,18,26,2,wagon,rwd,3422
Mitsubishi,gas,2.1,128,27671,33,42,4,wagon,4wd,2243
Dodge,diesel,1.9,210,25331,19,22,2,sedan,rwd,3025
Nissan,gas,2.4,115,22668,26,33,4,sedan,4wd,2142
Ford,diesel,3.3,150,11865,34,42,2,hatchback,fwd,3909
Saab,diesel,2.7,95,39131,19,24,2,sedan,4wd,3140
Volvo,gas,3.4,126,45861,32,39,4,sedan,4wd,2897
Subaru,diesel,2.7,238,19718,23,29,4,wagon,4wd,3481
Mazda,diesel,2.1,89,30756,17,25,4,hardtop,4wd,3438
Nissan,gas,2.2,203,36767,25,35,4,hatchback,4wd,1561
Mercedes-Benz,gas,3.4,202,34621,17,23,2,wagon,4wd,3596
Honda,gas,2.1,100,33300,22,28,2,sedan,rwd,2129
Toyota,diesel,3.5,161,25504,35,41,2,hardtop,rwd,3704
Peugeot,diesel,2.5,242,8002,30,40,4,wagon,fwd,2796
Dodge,diesel,2.9,121,31371,28,31,2,sedan,4wd,2475
Saab,diesel,1.7,249,5296,29,33,2,hardtop,4wd,2659
Renault,gas,2.4,93,47219,35,44,2,hatchback,fwd,2958
Ford,diesel,2.2,122,11205,22,29,4,hatchback,4wd,2855
Porsche,diesel,1.6,176,30737,22,30,2,wagon,rwd,2805
Peugeot,diesel,3.4,237,44670,26,30,2,wagon,fwd,2095
Porsche,gas,1.5,89,35952,29,39,2,sedan,fwd,1773
Nissan,gas,2.1,124,25553,17,21,4,hardtop,rwd,1864
Volkswagen,diesel,3.0,129,21801,19,27,4,hardtop,4wd,1588
Porsche,gas,2.6,195,10743,19,22,2,sedan,rwd,1550
Dodge,diesel,2.5,104,21816,15,21,2,sedan,4wd,2421
Chevrolet,gas,3.2,86,11180,33,39,2,wagon,fwd,2566
Volkswagen,gas,1.9,81,28908,23,33,4,hatchback,rwd,1695
Renault,diesel,1.6,89,45577,24,34,4,hardtop,fwd,3067
Plymouth,gas,1.9,88,38510,29,36,4,sedan,4wd,2633
Renault,gas,2.2,157,23077,24,34,2,sedan,4wd,1752
Subaru,gas,3.2,106,15746,22,30,4,sedan,4wd,3237
Volkswagen,diesel,2.7,217,43633,20,28,4,sedan,4wd,1588
Honda,gas,3.4,146,48412,16,20,2,sedan,rwd,3943
Plymouth,diesel,1.4,164,16084,33,41,2,wagon,fwd,3324
Plymouth,diesel,3.2,186,11111,19,24,4,sedan,rwd,2927
Mercedes-Benz,diesel,2.2,238,24568,29,33,4,wagon,4wd,3083
Saab,diesel,2.6,84,11936,20,24,2,hatchback,rwd,2984
Chevrolet,gas,2.4,190,22040,19,28,4,sedan,rwd,3692
Toyota,gas,3.0,196,43896,22,29,2,hardtop,rwd,2221
Porsche,diesel,2.9,222,29891,26,35,4,hardtop,4wd,3848
Volvo,diesel,2.2,239,48374,20,24,2,sedan,4wd,1901
Audi,gas,2.3,209,31968,35,41,2,wagon,4wd,3409
Porsche,gas,3.3,188,36813,20,26,2,sedan,4wd,3094
BMW,diesel,3.1,152,31673,29,39,4,sedan,fwd,1613
Mitsubishi,diesel,2.6,92,28665,18,25,4,sedan,fwd,3469
Volvo,diesel,2.7,224,41634,18,24,2,hardtop,4wd,3526
Ford,diesel,3.0,145,12100,16,21,4,sedan,4wd,1723
BMW,diesel,2.5,194,49712,24,28,4,wagon,rwd,2345
Volvo,diesel,3.3,80,38645,31,38,4,wagon,fwd,1977
Dodge,diesel,2.4,162,11472,17,22,2,hardtop,fwd,2769
Mercedes-Benz,diesel,1.9,104,12433,29,36,4,wagon,rwd,1601
BMW,gas,1.8,250,42013,27,34,4,wagon,fwd,3270
Mercedes-Benz,diesel,2.0,114,28843,26,33,2,hatchback,4wd,1698
Chevrolet,diesel,2.9,115,12375,15,25,4,sedan,4wd,3798
BMW,gas,1.7,155,41913,33,43,4,wagon,rwd,2794
Ford,gas,2.4,81,41737,25,30,4,hatchback,fwd,2431
Mazda,diesel,2.9,75,22204,17,25,2,hatchback,fwd,3972
Peugeot,diesel,2.1,86,36740,20,24,4,sedan,4wd,1875
BMW,diesel,1.4,154,33320,28,32,2,hardtop,4wd,3591
Dodge,diesel,3.1,228,33658,24,27,4,hardtop,fwd,2644
BMW,diesel,1.5,209,22306,17,25,4,sedan,4wd,3151
Peugeot,gas,3.5,133,28831,32,40,2,hatchback,rwd,1998
Audi,diesel,3.0,219,46754,16,23,2,sedan,rwd,3649
Mercedes-Benz,gas,2.8,108,22349,28,31,2,sedan,rwd,2429
Renault,gas,2.4,110,23723,15,25,4,wagon,rwd,3703
Toyota,gas,2.5,133,38046,17,27,4,hatchback,fwd,3688
Audi,diesel,2.1,220,24468,22,29,2,hatchback,rwd,3731
Hyundai,gas,2.9,171,31518,16,20,4,sedan,rwd,3968
Audi,diesel,1.6,225,10164,27,32,4,hardtop,fwd,1518
Mercedes-Benz,diesel,1.4,188,44369,20,27,2,hardtop,fwd,2754
Dodge,gas,2.7,160,23571,15,23,2,hatchback,fwd,3775
Chevrolet,gas,1.6,179,26176,18,28,2,hatchback,rwd,2467
Chevrolet,diesel,1.5,186,8794,23,32,2,wagon,rwd,2012
Chevrolet,gas,3.4,226,30543,17,21,2,hatchback,fwd,2615
Volvo,diesel,2.0,103,31004,24,31,2,hardtop,fwd,1971
Hyundai,gas,3.2,136,39779,29,35,4,wagon,rwd,3635
Mercedes-Benz,diesel,2.6,85,16571,35,42,4,wagon,4wd,3013
Saab,diesel,2.9,179,16375,29,36,4,hardtop,fwd,2827
Mitsubishi,diesel,1.7,223,43285,33,36,4,wagon,4wd,3780
Mitsubishi,gas,1.7,175,38954,19,26,4,sedan,fwd,1560
Toyota,diesel,2.5,176,19521,28,33,4,hardtop,fwd,2500
Volkswagen,gas,2.7,120,15866,19,23,2,sedan,rwd,2800
Peugeot,gas,2.3,93,49687,23,29,2,hardtop,fwd,3602
Hyundai,gas,3.2,177,28803,22,27,2,hatchback,fwd,1924
Peugeot,gas,2.5,180,39993,24,31,4,hatchback,fwd,2790
Porsche,diesel,2.4,145,42172,18,28,2,wagon,fwd,3657
Saab,gas,2.2,217,35313,34,39,2,hardtop,fwd,3580
Nissan,diesel,2.9,136,15288,22,29,2,hardtop,4wd,2067
Ford,diesel,3.2,134,7944,28,37,2,sedan,rwd,1562
Volvo,diesel,3.3,161,22709,35,40,2,wagon,rwd,2240
Plymouth,gas,3.3,211,15767,24,28,4,sedan,rwd,2946
Chevrolet,diesel,2.7,85,35428,26,32,4,hatchback,4wd,2782
Subaru,gas,1.4,167,17782,27,33,4,hardtop,rwd,2566
Chevrolet,gas,2.7,182,33144,30,35,4,hatchback,rwd,3127
Audi,diesel,2.0,109,18659,23,33,4,wagon,4wd,2745
Nissan,gas,2.4,151,18643,32,41,4,wagon,fwd,2630
BMW,diesel,2.0,140,7545,25,33,4,hatchback,fwd,3525
Mitsubishi,gas,2.1,223,26109,27,34,2,wagon,4wd,2477
Renault,diesel,1.8,200,29497,16,26,2,wagon,fwd,2308
Chevrolet,diesel,1.9,132,30581,24,27,4,hatchback,rwd,3113
Volkswagen,gas,2.3,156,38779,19,26,4,hatchback,rwd,3388
Saab,gas,1.9,124,6702,24,30,2,hatchback,4wd,2483
BMW,diesel,1.5,212,23685,34,39,4,wagon,4wd,2257
Mercedes-Benz,gas,3.1,202,8830,28,35,4,wagon,fwd,2516
Saab,gas,3.1,70,37776,32,39,4,hatchback,fwd,1969
Volvo,diesel,3.4,99,49195,24,33,2,hatchback,fwd,1714
Plymouth,gas,1.5,215,47429,29,34,2,wagon,4wd,3761
Ford,diesel,3.3,89,16634,15,23,4,hatchback,fwd,3682
Mazda,gas,3.0,156,38216,21,30,2,wagon,rwd,3923
Hyundai,diesel,2.0,73,7577,27,35,2,wagon,rwd,3958
Mercedes-Benz,gas,2.8,88,5595,18,21,4,wagon,rwd,1637
Chevrolet,diesel,1.9,125,46898,26,29,4,sedan,fwd,1615
Audi,diesel,2.3,152,46591,33,40,4,sedan,rwd,2631
Chevrolet,gas,3.2,209,29545,17,24,2,wagon,fwd,3394
Plymouth,gas,3.2,71,25025,25,28,2,wagon,fwd,1996
Nissan,diesel,2.4,236,44212,15,21,4,sedan,fwd,3253
Ford,diesel,3.3,171,38394,17,27,2,sedan,fwd,3925
Ford,gas,2.0,147,23609,25,32,2,hardtop,fwd,2800
BMW,gas,1.8,223,8945,21,26,4,hatchback,rwd,1594
Toyota,gas,2.7,213,14556,20,25,2,hatchback,4wd,2624
Mitsubishi,gas,2.1,201,34679,27,31,4,hatchback,rwd,3937
Volvo,gas,2.3,88,12818,16,20,4,wagon,4wd,2907
Toyota,diesel,2.0,78,24908,29,37,2,hardtop,fwd,2242
Subaru,gas,3.3,230,31598,16,21,4,wagon,4wd,3372
Subaru,gas,1.7,170,38294,15,23,2,sedan,rwd,2992
Subaru,diesel,1.5,93,24936,18,26,4,sedan,rwd,3266
Porsche,diesel,1.5,225,11853,24,33,4,hardtop,rwd,3681
Chevrolet,gas,1.9,132,33967,24,29,4,wagon,fwd,2882
Dodge,diesel,2.1,78,34425,27,37,2,sedan,rwd,3740
Mercedes-Benz,diesel,2.5,249,25006,27,31,2,wagon,rwd,2686
Subaru,gas,3.2,82,32793,17,24,4,hatchback,fwd,1798
Hyundai,gas,2.6,230,25351,17,20,4,wagon,fwd,2695
Ford,diesel,2.0,83,16620,20,28,4,wagon,4wd,3895
Ford,gas,2.7,163,37727,17,26,4,hardtop,fwd,3345
BMW,gas,2.4,180,45928,15,24,2,hatchback,rwd,3513
Volvo,gas,3.3,177,8483,35,41,2,sedan,rwd,3288
Ford,diesel,2.4,245,22394,20,26,4,wagon,rwd,2152
Volvo,gas,1.9,96,7043,18,25,4,hatchback,rwd,3590
Mercedes-Benz,gas,2.6,73,7571,20,26,2,hatchback,rwd,3157
Audi,gas,2.3,114,17633,26,30,4,sedan,fwd,2895
Dodge,diesel,3.4,83,46335,24,28,4,hatchback,rwd,2110
Toyota,diesel,1.9,247,22247,35,44,2,wagon,rwd,3727
Subaru,diesel,2.5,168,38981,16,26,4,wagon,fwd,3911
Porsche,gas,1.7,213,21392,27,32,4,wagon,rwd,3784
Chevrolet,gas,3.0,217,13266,24,27,2,hatchback,fwd,3335
Mazda,diesel,2.6,77,17274,26,31,2,wagon,rwd,3799
Porsche,gas,3.4,187,36630,21,25,2,sedan,4wd,3681
Honda,gas,1.7,191,30309,26,31,2,wagon,rwd,2738
Porsche,diesel,2.6,239,36604,20,29,4,sedan,4wd,2152
Volkswagen,diesel,2.3,205,20298,20,24,4,wagon,4wd,2692
Porsche,gas,2.4,210,24035,32,41,4,sedan,fwd,3043
Mitsubishi,diesel,2.6,184,31778,18,27,2,wagon,fwd,3522
Mazda,diesel,3.3,238,19597,33,43,4,hardtop,4wd,2065
Toyota,diesel,2.9,157,38273,28,35,2,hardtop,rwd,3327
Nissan,diesel,1.8,216,25305,32,37,2,hardtop,rwd,2038
Plymouth,diesel,2.6,217,17399,17,20,4,wagon,4wd,1859
Dodge,diesel,2.3,241,17035,25,32,4,hatchback,rwd,1508
Dodge,gas,2.2,241,42298,29,35,4,sedan,rwd,2232
Porsche,diesel,1.6,115,43420,35,42,2,sedan,rwd,3575
Mercedes-Benz,diesel,3.3,127,7977,24,31,2,hatchback,4wd,2998
Volvo,diesel,3.4,208,42281,18,28,4,hardtop,fwd,1861
Chevrolet,diesel,3.2,147,41847,26,35,2,wagon,4wd,3799
Mazda,gas,2.6,227,30405,23,26,2,hardtop,4wd,3654
Subaru,gas,1.9,80,32805,21,29,2,wagon,rwd,2950
Saab,gas,2.4,223,5274,31,35,2,hatchback,4wd,3378
Nissan,gas,3.1,232,9723,32,42,4,hardtop,fwd,1737
Nissan,diesel,3.3,155,9951,19,25,4,hardtop,rwd,2019
Mercedes-Benz,gas,2.8,185,14955,34,39,4,wagon,rwd,3457
Renault,diesel,2.1,211,5190,35,40,2,wagon,fwd,2104
Nissan,diesel,1.5,191,12018,19,29,4,sedan,4wd,2989
Toyota,gas,2.3,119,11888,35,40,2,sedan,4wd,1760
Plymouth,diesel,3.5,222,23146,27,32,4,hatchback,4wd,2906
Hyundai,diesel,1.5,123,34221,27,36,2,sedan,fwd,2769
Dodge,gas,1.9,70,5251,18,22,2,wagon,4wd,1605
Audi,gas,1.6,209,42034,31,35,2,hatchback,4wd,2640
Porsche,diesel,3.0,129,33080,34,38,4,hatchback,fwd,3801
Peugeot,diesel,2.0,219,37940,34,43,4,hatchback,fwd,2772
Nissan,diesel,1.6,151,29737,28,32,4,sedan,rwd,3714
Toyota,diesel,2.8,126,5398,33,39,2,hardtop,4wd,3072
Renault,gas,3.3,91,11990,22,31,4,wagon,rwd,2642
Mitsubishi,diesel,2.6,205,11872,35,42,4,hardtop,4wd,1523
Toyota,diesel,2.0,243,33778,21,27,4,hatchback,fwd,1565
Volvo,diesel,3.4,213,16929,23,30,2,hatchback,rwd,1945
Mazda,diesel,2.6,145,39176,32,39,4,hardtop,fwd,2719
Mitsubishi,gas,1.9,218,24981,29,37,4,wagon,4wd,1852
Renault,diesel,3.4,187,27480,25,34,4,sedan,fwd,3092
Saab,diesel,2.9,91,26653,32,37,4,wagon,fwd,1615
Plymouth,diesel,2.2,200,12199,26,31,2,hatchback,rwd,2304
Toyota,diesel,2.6,205,18527,18,25,4,hardtop,rwd,2337
Honda,gas,1.9,211,48847,27,34,4,wagon,4wd,3590
Renault,diesel,3.0,181,35276,35,40,2,hatchback,4wd,1700
Mazda,gas,1.8,215,8916,15,21,2,hatchback,fwd,1806
Volvo,diesel,1.9,175,8032,34,38,4,wagon,4wd,2929
BMW,gas,1.6,231,42845,24,27,2,sedan,rwd,2352
Mercedes-Benz,diesel,3.1,185,32969,25,31,4,wagon,4wd,3504
Mercedes-Benz,diesel,1.6,189,20237,18,23,2,sedan,rwd,1645
Renault,gas,3.4,93,30704,23,28,2,hatchback,fwd,2410
Chevrolet,gas,2.6,173,8118,18,28,4,wagon,fwd,2387
Dodge,diesel,2.8,95,37865,17,22,4,wagon,rwd,2475
Honda,gas,3.0,213,19021,30,39,4,sedan,4wd,3447
Chevrolet,gas,1.9,82,5788,20,29,2,wagon,fwd,2803
Dodge,gas,2.5,232,44240,29,33,2,hardtop,fwd,2376
Toyota,diesel,3.0,208,27437,29,32,2,wagon,rwd,1683
Mazda,diesel,1.4,84,11514,17,27,4,hatchback,fwd,2467
Volvo,diesel,1.9,187,45278,21,27,2,wagon,rwd,1887
Renault,gas,2.3,124,39691,23,32,2,hatchback,fwd,2822
Saab,gas,1.7,231,49774,27,32,2,sedan,fwd,2134
Honda,gas,1.8,206,41826,29,33,4,sedan,4wd,2335
Mazda,gas,1.7,94,48674,31,38,4,wagon,rwd,3062
Saab,gas,2.9,77,18447,24,31,4,sedan,4wd,2464
Plymouth,diesel,1.4,178,39274,35,41,4,hardtop,rwd,2261
Porsche,gas,2.8,132,23693,16,24,4,hardtop,rwd,1922
Peugeot,gas,2.7,126,18363,21,26,4,sedan,rwd,3518
Ford,gas,3.2,126,8374,23,33,2,hatchback,4wd,2897
Renault,diesel,2.7,230,30726,27,36,4,hardtop,rwd,3588
Mitsubishi,diesel,1.6,186,15854,31,37,4,hatchback,4wd,3716
Audi,gas,2.7,195,15205,35,38,2,hardtop,4wd,2964
Volvo,gas,1.6,91,27552,27,32,4,wagon,4wd,3640
Porsche,gas,3.4,157,13623,16,23,2,sedan,fwd,3574
Plymouth,diesel,2.0,84,23779,32,40,2,hardtop,fwd,3305
Ford,diesel,2.5,191,5943,20,26,4,hatchback,rwd,3231
Renault,diesel,2.4,96,29254,35,40,2,hatchback,rwd,2488
Plymouth,diesel,2.5,125,42712,20,24,2,hatchback,fwd,2353
Audi,diesel,3.2,154,7959,32,40,4,hatchback,4wd,2499
Toyota,gas,2.6,196,45390,21,30,4,hatchback,rwd,3211
Saab,diesel,3.3,172,34308,21,25,4,hatchback,rwd,1807
Volkswagen,diesel,2.1,152,44894,30,37,4,sedan,fwd,3047
Porsche,gas,1.7,231,42972,33,38,2,hardtop,rwd,3694
Chevrolet,diesel,3.1,190,43127,18,27,2,hatchback,rwd,1704
Mitsubishi,gas,2.2,226,38273,25,29,4,hatchback,4wd,3119
Subaru,gas,2.4,174,23952,27,30,4,hardtop,fwd,1735
Mercedes-Benz,diesel,2.0,116,13971,26,34,4,hatchback,rwd,3235
Plymouth,diesel,2.6,197,25476,20,27,4,sedan,fwd,2849
Nissan,diesel,1.4,141,31928,35,41,4,wagon,fwd,1856
Chevrolet,gas,1.5,153,38850,19,27,4,wagon,fwd,2882
Saab,diesel,2.3,110,46957,18,21,2,wagon,rwd,3346
Chevrolet,diesel,2.1,142,49443,29,39,4,sedan,rwd,3485
Volvo,diesel,2.5,82,35388,19,24,2,hatchback,rwd,2718
Renault,gas,2.1,100,12505,29,34,2,hatchback,fwd,3608
Mitsubishi,gas,3.2,194,37518,31,40,2,sedan,4wd,2056
Mercedes-Benz,diesel,2.1,131,23868,27,31,2,hatchback,fwd,1917
Saab,diesel,1.7,237,14132,23,30,2,hardtop,4wd,2410
Peugeot,gas,3.5,162,40708,16,19,2,hatchback,4wd,1788
Dodge,diesel,1.8,180,5843,18,21,4,wagon,4wd,3811
Peugeot,diesel,3.2,119,40566,21,26,2,hatchback,fwd,1923
Volkswagen,gas,2.4,195,31028,34,44,4,sedan,4wd,2926
Plymouth,diesel,3.0,214,30129,29,38,4,hardtop,4wd,1649
Mitsubishi,diesel,2.2,204,27136,27,36,4,wagon,fwd,3521
Mercedes-Benz,gas,1.5,140,25566,17,21,2,hardtop,4wd,3075
Volkswagen,diesel,3.4,235,6646,26,32,2,wagon,rwd,1881
Toyota,gas,2.8,86,47885,15,25,4,wagon,rwd,2956
Saab,gas,2.5,218,39728,16,22,2,sedan,4wd,3272
Mercedes-Benz,diesel,2.4,246,13753,27,34,4,hatchback,fwd,2769
Dodge,diesel,3.0,121,8869,15,23,2,hatchback,4wd,1873
Saab,gas,1.5,243,47673,22,28,4,hardtop,rwd,3528
Peugeot,diesel,3.1,142,29551,17,21,2,sedan,fwd,2846
Plymouth,diesel,1.6,77,19708,33,42,2,hatchback,4wd,2665
Subaru,diesel,2.6,240,11379,29,35,2,hatchback,4wd,2159
Honda,diesel,1.6,98,26215,24,29,2,hardtop,fwd,3930
Chevrolet,gas,3.3,126,46606,22,26,2,wagon,fwd,3529
Mitsubishi,diesel,2.5,134,38636,30,34,4,hatchback,4wd,3753
Saab,diesel,2.0,150,48256,22,26,4,hardtop,fwd,2454
Volkswagen,gas,3.4,135,24988,29,37,2,wagon,rwd,2801
Hyundai,diesel,1.6,107,10591,20,30,4,hardtop,rwd,3108
Subaru,diesel,1.7,135,22932,27,37,4,wagon,rwd,1962
BMW,gas,2.2,122,46440,19,22,4,hardtop,fwd,4000
Saab,diesel,2.5,190,35596,15,20,2,hardtop,4wd,2120
Renault,diesel,2.9,211,11166,28,36,4,sedan,fwd,1735
Volvo,gas,2.2,214,21430,29,37,4,hatchback,fwd,3578
Plymouth,gas,2.5,92,33672,35,39,4,hatchback,4wd,3535
Volkswagen,gas,2.5,152,6380,28,34,4,sedan,fwd,3435
Subaru,diesel,3.1,105,5813,21,31,2,hardtop,fwd,1828
Dodge,diesel,2.7,108,26731,33,37,4,wagon,4wd,1551
Mazda,diesel,2.3,222,46105,23,29,2,sedan,rwd,3010
Hyundai,gas,3.1,247,45300,22,32,4,hatchback,4wd,1954
Nissan,gas,2.5,216,12854,33,38,4,hardtop,rwd,1777
Hyundai,diesel,1.9,246,31549,24,28,2,hatchback,4wd,2811
Volkswagen,gas,3.0,226,18656,33,42,4,wagon,fwd,3079
Porsche,diesel,1.4,208,32766,18,25,2,hardtop,rwd,2706
Renault,gas,2.8,71,24171,27,32,2,hardtop,fwd,2075
Chevrolet,diesel,1.7,247,34887,18,24,4,wagon,rwd,2937
BMW,gas,2.6,156,27600,15,19,2,hatchback,rwd,2662
Nissan,diesel,3.3,116,6334,28,35,4,hardtop,4wd,3043
Ford,diesel,2.9,88,33030,29,34,2,hatchback,4wd,3426
Subaru,diesel,2.2,108,30050,30,36,2,wagon,4wd,3407
Chevrolet,gas,2.1,177,16991,31,34,2,hardtop,rwd,3522
Hyundai,diesel,2.5,225,8549,30,36,4,wagon,4wd,2212
Honda,gas,2.7,121,20490,16,23,2,hardtop,rwd,1780
Saab,gas,1.8,188,42325,35,38,2,wagon,fwd,1617
Honda,gas,3.5,80,18904,22,28,2,hatchback,rwd,2893
Volkswagen,gas,1.8,231,33814,35,41,2,wagon,fwd,1549
Mercedes-Benz,diesel,1.6,180,45646,30,34,4,sedan,rwd,2702
Subaru,diesel,1.9,237,41528,15,24,2,wagon,rwd,3624
Renault,diesel,2.8,154,37848,23,32,4,hardtop,fwd,1934
Mazda,diesel,1.9,110,39259,30,38,2,hatchback,4wd,3252
Chevrolet,gas,3.4,150,41033,20,29,2,wagon,4wd,2389
Saab,gas,1.8,218,23948,15,25,2,wagon,rwd,3999
Renault,gas,1.5,124,30723,28,32,2,sedan,fwd,3048
Nissan,gas,2.2,198,6226,25,32,2,hardtop,fwd,2028
Mercedes-Benz,gas,1.6,220,45914,23,32,2,wagon,fwd,1919
Mazda,diesel,3.1,209,46582,27,33,4,wagon,fwd,1673
Toyota,diesel,2.2,200,49017,34,40,4,wagon,rwd,2189
Peugeot,diesel,2.8,191,6683,20,23,2,wagon,rwd,2676
Mitsubishi,diesel,1.9,116,13018,30,34,2,wagon,rwd,3335
Chevrolet,diesel,2.1,136,16054,28,37,4,hatchback,rwd,2001
Audi,diesel,1.6,207,27094,17,20,2,hardtop,rwd,2274
BMW,gas,1.9,88,14212,34,44,2,hardtop,4wd,2489
Chevrolet,gas,2.9,239,17687,29,39,4,hatchback,rwd,1779
Nissan,gas,1.4,129,14367,26,35,2,hatchback,rwd,1700
Toyota,gas,3.2,213,24768,35,38,2,hatchback,4wd,2917
Volvo,diesel,1.5,188,18494,22,28,4,wagon,4wd,2336
Hyundai,diesel,2.9,148,7988,17,22,4,sedan,rwd,1668
Toyota,diesel,2.1,83,38664,19,25,4,hatchback,rwd,3188
